question_id,image_path
14f4b9cb62ba7f8a1f202a590ae73e42,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i1.jpg
14f4b9cb62ba7f8a1f202a590ae73e42,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i3.jpg
ecaf361ea63935a10746ae957640a451,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i1.jpg
ecaf361ea63935a10746ae957640a451,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i2.jpg
b2c3779ce6505a1e056e5239bad5ceec,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i1.jpg
b2c3779ce6505a1e056e5239bad5ceec,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i9.png
8ad9e8d8557895161563ceed3e4ac521,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i4.jpg
8ad9e8d8557895161563ceed3e4ac521,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i5.jpg
f1af12d75d5d03bd5a4f1525c9565bfa,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i1.jpg
f1af12d75d5d03bd5a4f1525c9565bfa,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i8.jpg
e779b8ba83e9c18c784b019075e8cf6b,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i1.jpg
e779b8ba83e9c18c784b019075e8cf6b,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i9.png
e6325728e5e360009ea22fa866544891,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i4.jpg
e6325728e5e360009ea22fa866544891,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i6.jpg
547594976009fbac5f40bec002179b49,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i1.jpg
547594976009fbac5f40bec002179b49,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F6/i9.png
0f9098687c47318d327473dc84339af3,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F7/i6.jpg
ecf6605967e8f91b46fc12d683d5633f,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F7/i8.png
6eeb610aa30aa6ddcf1ae1f146bfeca7,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F7/i1.jpg
6eeb610aa30aa6ddcf1ae1f146bfeca7,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F7/i2.jpg
f9632e7efd08211e1896c541e36dab91,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i1.jpg
f9632e7efd08211e1896c541e36dab91,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i3.jpg
f9632e7efd08211e1896c541e36dab91,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i5.jpg
30ca4ad4b7a7080e8649ca8598cf26f0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i6.jpg
30ca4ad4b7a7080e8649ca8598cf26f0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i7.jpg
ada43d23fe5b183a4aa68f51e79e49b1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i4.jpg
ada43d23fe5b183a4aa68f51e79e49b1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F8/i5.jpg
b04e8fc1b2b780782a8b5eddecfc1e57,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F9/i3.jpg
b04e8fc1b2b780782a8b5eddecfc1e57,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F9/i4.png
0200f54a34f64fef6cc9d61641c782cc,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F9/i2.jpg
1218a4d3f2fdf9609b7e5782b7b1deba,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i1.jpg
7bb15bc490e401b3e89ff0a4fd2d1c47,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i8.jpg
feb46b41409c423b4b610f984ec6d81d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i1.jpg
feb46b41409c423b4b610f984ec6d81d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i2.jpg
cdaf76b69b9f95cdcff8ab7fadffe922,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i10.jpg
dd0e32812ee58fc4181de6fbb11e5d4c,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i11.jpg
ffa69d7d0f5d0ea1f1f20678db50426d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i1.jpg
ffa69d7d0f5d0ea1f1f20678db50426d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i6.jpg
fdadf5785c019c0266c239b3abb5d4e1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F10/i12.jpg
4432744d4566185a01e31f7b8be77180,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F13/i3.jpg
58ae070506a19b2b4a47d314facd66d1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F13/i3.jpg
396daab7f8b22bbcc179fd68240fb035,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F13/i4.png
ae11e1c46a018ee8e4884dbf92d7e7ad,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F13/i4.png
d6887e0c84314aacdbcd099fcc6b8db3,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F14/i5.jpg
571a3c4418c52f58c54f6dbdb9d54411,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F16/i1.png
4297afe1d1a6bacc1c02b2030cb53364,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F16/i3.jpg
18484f37d1f5434d209c8bcd8f74e175,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F17/i1.jpg
cd28420bda33170ec7f028bc88cfc4d4,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F17/i4.png
aeabaed873bb4ea5dbc0e53fd3b45184,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F17/i1.jpg
687f10731cfb3db756f5b4968e4bf9b3,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F18/i1.jpg
2f37d51aeb48d6ecdfc7c8e7bc658c72,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F18/i2.jpg
45e1cd54a10eb1d76a93c48bbd996723,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F18/i4.jpg
d784181ebab84044e97658a4db8667dd,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F19/i2.png
8b7f56b6f5f4ad575786a4d045e0c126,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F19/i3.png
4c217cf0627a885a550ae17ace004655,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F19/i4.jpg
53e892816d6c0f5afa3dedefae9a6a51,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F19/i1.jpg
dcbc571924a7778e8a1b208419d63498,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F19/i3.png
1c52c962f7e876ca7988996fb68c3988,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F21/i1.jpg
e91d6edb14de51cc4eaf268edf38b81e,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F21/i3.jpg
1c84f969a9ce6c222ec4865e2c05f7a3,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F21/i3.jpg
015afadfd8bc7c5ac0c849f2fbc23400,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F21/i4.png
3691c80e6723bc047bf481f61e80c75f,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F21/i3.jpg
5f60ea2e4d3d70ca103254fcdac3840e,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F21/i5.png
8caece7229591cb28635bde495bdb58f,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F22/i5.jpg
32dbed2c4ef88495687a28886af0adab,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F22/i4.jpg
7974aa3485a21c7b715401def4783c9a,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F22/i6.jpg
b0caa858ee6081e60913c197847116f8,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F22/i1.jpg
a89fcda726ae895f67765a6800cb16f1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F22/i7.avif
5c0d6fb5d6d8ee4673541cc54ea6830e,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F23/i1.jpg
4fdac237ece37f5f33c2d4db6d2f6d42,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F23/i4.png
eac57b7930173e122595b4666ac13975,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F24/i1.jpg
ab2e0297d175366524afeab3f2d3cae2,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F24/i3.webp
dd399fcf173e14ff1059eb684c1aa4b5,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F24/i4.jpg
6a13303196c61d85e352148eb47cd954,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F24/i2.webp
6a13303196c61d85e352148eb47cd954,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F24/i5.png
38dcf2f411598023d9d43d34c809bbd4,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F24/i6.jpg
eabc3206137d5b4c853ddfd82fcffcc5,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F25/i1.jpg
eabc3206137d5b4c853ddfd82fcffcc5,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F25/i5.jpg
07b5a2fb06da6e87752f9e0dd3ab6fd0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F25/i2.png
07b5a2fb06da6e87752f9e0dd3ab6fd0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F25/i4.gif
7fd6097e6fb31d91a90e0cafa39176b1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F26/i1.jpg
7fd6097e6fb31d91a90e0cafa39176b1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F26/i2.jpg
86153f55a58ca9cc3b63c9852bba0b7f,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F26/i4.jpg
2ed541751db163e374e24196d6795901,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i7.jpg
4222865215ae66305cf9f6d766bfef5a,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i2.png
4222865215ae66305cf9f6d766bfef5a,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i4.webp
98e1bea19333308d7c798619e32326e6,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i3.jpg
98e1bea19333308d7c798619e32326e6,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i5.jpg
c4727de68ff2a181a7c087493b20f0d1,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i7.jpg
59487d94db0f4035cbeb6bfda0b98a22,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F27/i6.jpg
f446483eed22862c0deaac653177fa19,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F28/i3.jpg
458b51612a663b74d88d75ac5cf448d2,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F28/i1.webp
1d94c03e9a9848d9b7630500fd120a65,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F31/i3.jpg
e296f97e11432da414d4f0f11e07c0d2,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F31/i2.jpg
2b51f52adc951ca0cde61bfca7307ee0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F32/i2.png
2b51f52adc951ca0cde61bfca7307ee0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F32/i3.jpg
9a246dbed57856246f61c74c0f1f447d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F32/i4.webp
28810fb8b208c94b6bdd802c5671d690,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F32/i1.jpg
e91cdcb240e4720ec4ef932cb5ed5336,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F32/i2.png
263061f7fc6012c3161ed0839b330cf7,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F33/i3.png
263061f7fc6012c3161ed0839b330cf7,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F33/i6.jpg
8c776229b290c88268546c1f1118cd38,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F34/i3.webp
a13e912e6c519bb3c856f9c3d073944f,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F34/i2.jpg
9ec0747c6e4892fe96e15badaf9bd2e5,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F34/i1.jpg
9666c138ea96a38d4512d4c9b172cf6e,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F35/i1.jpg
8638fb458d77a34ede79fc6cfd21e0ae,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i5.png
f7f057c5e9a08535b6330fac1bc41d14,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i2.jpg
f7f057c5e9a08535b6330fac1bc41d14,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i3.jpg
964701c7f4b49d3324d36629c2a25af3,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i4.jpg
5b2fd537251ce1f26c4c910e0ddf23ff,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i1.avif
c6793e8504ad8aec31688b74aac1f335,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i1.avif
fd094b00dc5aca1bac36303d22290765,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F36/i5.png
c27f75ed973833382afa9bc1a1ee10b0,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F37/i2.jpg
067519ad6fcffd86e23795396ae6c819,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F37/i1.jpg
2e01f4ebe5cd14f642f875002855cd4d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F37/i3.jpg
2e01f4ebe5cd14f642f875002855cd4d,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F37/i4.jpg
0daec9d231fc6befaadefb3dc68634ac,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F38/i1.jpg
07e20d583c3c20320b9041be53f73677,/nlsasfs/home/dialogue/abhisekt/Anisha/MedQA/Pytorch_ECAI/Dataset/Annotations/F38/i5.jpg
